module,section,id,name,description,synonyms,alternative_definition,additional,crate_slot,iri,iri_label,iri_predicate,iri_justification,iri_source_version,oecd_gd211,lincs,toxtemp,nature,oecd_gd34,oecd_gd417,oecd_oht201
Endpoint Read Out Information,Test methods,scientific_principle_of_the_method,Scientific principle of the method,Provide scientific rationale; Description of scientific principle; Biological/physiological basis and relevance; Mechanistic basis; Is anchor point an AOP? [OECD GD 211],,Features of the in vitro test system that reflect the in vivo tissue [ToxTemp],,Assay:char,,,,,,True,,True,,True,,True
Endpoint Read Out Information,Test methods,potential_linkage_to_aops,(Potential) linkage to AOPs,"Link to KE (key event) or MIE (molecular initiating event)? Which AO might be modelled? If no AOP present, give link between mechanism the assay measures and resulting hazard endpoint [OECD GD 211]. Per the IUCLID OHT 201 schema, the AOP-aligned Process/Object/Action triplet (with GO/PR/CHEBI ontology annotations from the AOP Wiki, see Ives et al. 2017) is a structured population pattern for this row.",,,,Assay:keyEvent;Study:aop,,,,,,True,,True,,,True,True
Endpoint Read Out Information,Test methods,method_uses,Method uses,Known uses: used in different laboratories? [OECD GD 211],,,,Assay:char,,,,,,True,,,,,,
Endpoint Read Out Information,Test methods,applicability_of_test_method,Applicability of test method,"Potential solubility issues with the test system, and solutions proposed to address the issue [OECD GD 211]",,,,Assay:char,,,,,,True,,True,,True,,
Endpoint Read Out Information,Test methods,test_method_reagents,Reagents,Add all reagents used in your experiment [MIFlowCyt],,"For mixtures, report the composition [OECD GD 211]",,LabProtocol:reagent,,,,,,True,,,,True,True,
Endpoint Read Out Information,Test methods,kit,Kit,"The kit used to perform this experiment, if applicable.  [MIFlowCyt]",,,,LabProcessEndpointReadout:param,,,,,,,,,,True,,
Endpoint Read Out Information,Test methods,mechanistic_validation,Mechanistic validation,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls [ToxTemp]",,,,Assay:char,,,,,,,,True,,,,
Endpoint Read Out Information,Test methods,experiment_variables,Experiment variables,"Experiment variables are attributes that differ between samples within an experiment due to pre-existing differences in sample states or due to experimental manipulation of the samples (e.g., smoker versus non-smoker, IL-2 treatment versus no treatment, knockout versus wild-type, or variable number of transplanted stem cells).  [MIFlowCyt]",,,,Assay:char,,,,,,,,,,,,
Endpoint Read Out Information,Test methods,relation_between_assayresponse_and_in_vivobiologyphysiology,Relation between assay-response and in vivo/biology/physiology,What is relation between assay-response and in vivo/biology/physiology? [OECD GD 211],,Features of the test system that reflect the in vivo tissue [ToxTemp],,Assay:char,,,,,,True,,True,,True,,
Endpoint Read Out Information,Test methods,robustness_of_the_method,Robustness of the method,"Reliability of the experimental results, Within-laboratory repeatability and reproducibility, Between laboratory transferability and reproducibility [OECD GD 211]. Historical control data referenced as evidence of robustness lives in the dedicated `historical_control_data` row.",historical control data;intra-laboratory repeatability;intra-laboratory reproducibility;inter-laboratory reproducibility;inter-laboratory transferability;method transfer;ring test;inter-laboratory study;Applicability of test method,"Accurate and repeatable through validation [merged from the Exposure Information / Study design row 'Applicability of test method', a duplicate of this robustness/reliability concept].",,Assay:char,,,,,,True,,True,,True,,
Endpoint Read Out Information,Test methods,reference_chemicalschemical_libraries_rationale_for_their_selection_and_other_available_information,"Reference chemicals/chemical libraries, rationale for their selection and other available information","Are results for the reference chemicals (i.e. the “training set” chemicals used in the development and evaluation of the assay and its associated prediction model) free and publicly available in some form. If available, what is rationale for their selection. [OECD GD 211]",,,,LabProcessExposure:param,,,,,,True,,True,,True,True,True
Endpoint Read Out Information,Test methods,metabolic_capacity_of_the_test_system,Metabolic capacity of the test system,Is the test system metabolically competent? Addition of an enzymatic fraction? [OECD GD 211],,,,CellLineSample:char,,,,,,True,,True,,,True,True
Endpoint Read Out Information,Test methods,method_randomization,Method randomization,"If a method of randomization was used to determine how samples/animals were allocated to experimental groups and processed, describe it. For animal studies, include a statement about randomization even if no randomization was used. [Nature]",,,,Assay:char,,,,,,,,,True,,True,
Endpoint Read Out Information,Test methods,blinding,Blinding,"If the investigator was blinded to the group allocation during the experiment and/or when assessing the outcome, state the extent of blinding. For animal studies, include a statement about blinding even if no blinding was done. [Nature]",coded substances;coded chemicals;blind testing,,,Assay:char,,,,,,,,,True,True,True,
Endpoint Read Out Information,Quality and acceptance criteria,acceptance_criteria_for_source_cell_population,Acceptance criteria for source cell population,"Acceptance criteria assessed at different stages of test system and method, furthermore, assessing variability and troubleshooting. [ToxTemp]",,,,LabProcessCellCulture:param,,,,,,,,True,,True,True,
Endpoint Read Out Information,Quality and acceptance criteria,acceptance_criteria_for_assessing_test_system_at_its_start,Acceptance criteria for assessing test system at its start,List the criteria and the results,,,,LabProcessCellCulture:param,,,,,,,,True,,True,True,True
Endpoint Read Out Information,Quality and acceptance criteria,acceptance_criteria_for_the_test_system_at_the_end_of_compound_exposure,Acceptance criteria for the test system at the end of compound exposure,Criteria to accept or reject experimental data [OECD GD 211],,,,LabProcessEndpointReadout:param,,,,,,True,,True,,True,True,True
Endpoint Read Out Information,Quality and acceptance criteria,raw_data_format,Raw data format,"(file) Format in which original data are created, e.g. .tiff, .txt, any equipemt specific format, hand written notes etc.",,,,File:encodingFormat,,,,,,True,,True,,True,,
Endpoint Read Out Information,Quality and acceptance criteria,internal_data_storage,Internal data storage,"e.g. computer's internal hard drive, external hard drive, cloud, electronical or handwritten labbook, ...",,,,,,,,,,True,,True,,True,,
Endpoint Read Out Information,Quality and acceptance criteria,experimental_systems_used,Experimental system(s) used,Experimental test system extensively documented at different stages. [ToxTemp],,,,Assay:char,,,,,,True,,True,,,True,
Endpoint Read Out Information,Quality and acceptance criteria,equipment_used_calibration_program,"Equipment used, calibration program",Covers both routine maintenance and calibration; report frequency and most recent date for each.,instrument maintenance;instrument calibration,,,LabProcessEndpointReadout:param,,,,,,True,,,,True,True,
Endpoint Read Out Information,Quality and acceptance criteria,availability_of_internal_standards,Availability of internal standards,e.g. positive and negative controls,,,,LabProcessEndpointReadout:param,,,,,,True,,,,True,,
Endpoint Read Out Information,Quality and acceptance criteria,limit_of_detection_and_limit_of_quantification_detection_range,"Limit of detection and limit of quantification, detection range",e.g. upper and lower detection range/limits,,,,LabProcessEndpointReadout:param,,,,,,True,,,,True,,
Endpoint Read Out Information,Quality and acceptance criteria,crossreference_to_related_test_methods,Cross-reference to related test methods,Related assays if known that may characterize the same key event [OECD GD 211],reference test method;comparator method,,,Assay:char,,,,,,True,,,,True,,True
Endpoint Read Out Information,Quality and acceptance criteria,additional_quality_control_experiments,Additional quality control experiments,"If another experiment was performed for the purposes of establishing quality control standards, that experiment may be referenced. [MIFlowCyt]",,,,Assay:char,,,,,,,,,,True,True,
Endpoint Read Out Information,Instrument information,instrument_name,Name,,,,,LabProcessEndpointReadout:param,,,,,,,,,,,True,
Endpoint Read Out Information,Instrument information,manufacturer,Manufacturer,,,,,LabProcessEndpointReadout:param,http://www.bioassayontology.org/bao#BAO_0002628,instrumentation manufacturer,skos:exactMatch,semapv:ManualMappingCuration,bao:2.8.19,,,,,,,
Endpoint Read Out Information,Instrument information,model_number,Model number,The model number shall be sufficient if these uniquely specify the required instrument components. [MIFlowCyt],,,,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Instrument information,type,Type,,,,,LabProcessEndpointReadout:param,,,,,,,,,,,True,True
Endpoint Read Out Information,Instrument information,instrument_settings,Instrument Settings,"e.g. microscope magnification, wavelength",Default Instrument Settings,,,LabProcessEndpointReadout:param,,,,,,,,,,,,True
Endpoint Read Out Information,Instrument information,performance_test,Performance test,"e.g. Sensitivity, Signal to noise ratio, Linearity [Deagle]",Quality control;instrument validation,,,LabProcessEndpointReadout:param,,,,,,,,,,True,True,
Endpoint Read Out Information,Instrument information,software_and_version,Software and version,"Name of software, provider and version number",,,,LabProtocol:computationalTool,,,,,,,,,,,,
Endpoint Read Out Information,Instrument information,data_type,Data type,"e.g. .czi, png, tiff, word, xls",,,,File:encodingFormat,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,sample_name,Name,A user assigned name for this sample [4DN],,,,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,description,Description,A description of the sample that was imaged in this case. [4DN],,,,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,preparation,Preparation,e.g.  special sample preparation [4DN],,,,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,fixation,Fixation,"Fixation protocol of the specimen, e.g. methanol for 20 min",,,,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,sample_prep_reagents,Reagents,"To show that antibodies were profiled for use in the system under study (assay and species), provide a citation, catalog number and/or clone number, supplementary information or reference to an antibody validation profile (e.g., Antibodypedia, 1DegreeBio). [Nature] Add all reagents used for sample preparation",,,,LabProtocol:reagent,,,,,,,,,True,,,
Endpoint Read Out Information,Sample preparation,antibody,Antibody,"The analyte detector is often an antibody (e.g., anti-CD25) that specifically binds the analyte [MIFlowCyt]",Analyte detector,,,LabProcessEndpointReadout:param,,,,,,,,,,,True,
Endpoint Read Out Information,Sample preparation,concentrations,Concentrations,Concentration of the used antibody solution [NanoS-QM],,,True,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,reactivity_of_the_antibody,Reactivity of the antibody,"In a flow cytometry experiment, the analyte is often a cell surface protein e.g. CD25 [MIFlowCyt]",Analyte,,,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,host_of_the_antibody,Host  of the antibody,"Host of first antibody (e.g. made in mouse, rat, goat, rabbit) and secondary antibody (e.g. anti mouse, rat, goat, rabbit)",,,True,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,clonality_of_the_antibody,Clonality  of the antibody,"e.g. Monoclonal, polyclonal",,,True,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,fluorophores,Fluorophores,"e.g. Fluorescent dyes (fluorescent chemical compound that can re-emit light upon light excitation in certain wavelengths) in order to track its interaction with specific antigens. Antigen (e.g. GAPDH, or reactivity against certain subunit) [NanoS-QM]",Analyte reporter; Antibody conjugation,"The reporter is typically a fluorochrome (e.g., FITC)  [MIFlowCyt]",,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,staining_or_fluorescence_labeling_technique,Staining or fluorescence labeling technique,,,,,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,manufacturer_source,Manufacturer / Source,Manufacturer and catalog number [MIFlowCyt],,,,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,mounting_method,Mounting method,Including description of mounting medium,,,,LabProcessEndpointReadout:param,,,,,,,,,,,,
Endpoint Read Out Information,Sample preparation,media_type,Media type,"Cells are alive, e.g. live cell imaging",,,True,LabProcessEndpointReadout:param,,,,,,,,,,,,
Analysis and Statistics,Data analysis,conclusion,Conclusion,,,,True,,,,,,,,,,,,,True
Analysis and Statistics,Data analysis,data_analysis,Data analysis,Comment on the response value in terms of a boundary or range to provide a context for interpretation. [OECD GD 211],decision criteria;classification criteria;positive/negative/equivocal cutoffs;DIP;Data Interpretation Procedure,,,,,,,,,True,,,,True,,True
Analysis and Statistics,Data analysis,explicit_prediction_model,Explicit prediction model,Description of prediction model [OECD GD 211],,,,,,,,,,True,,,,True,,
Analysis and Statistics,Data analysis,raw_data_processing_to_summary_data,Raw data processing to summary data,Description how the data is calculated [OECD GD 211],,,,,,,,,,True,,True,,,True,True
Analysis and Statistics,Data analysis,raw_data_or_distribution_of_values,Raw data or distribution of values,Is the raw data or distribution of values underlying the reported results provided? [MIRIBEL],,,,LabProcessDataAnalysis:param,,,,,,,,,,True,True,True
Analysis and Statistics,Data analysis,data_availability,Data Availability,E.g. external documents [OECD GD 211] Reference to additional files of relevance [ToxTemp],,"Please provide a Data Availability statement . Data availability statements should include, where applicable, accession codes, other unique identifiers and associated web links for publicly available datasets, and any conditions for access of non-publicly available datasets. Where figure source data are provided, statements confirming this should be included in data availability statements. Please refer the data availability and data citations policy of the ""Nature"" journal for detailed guidance on information that must be provided in this statement. [Nature]",,LabProcessDataAnalysis:param,,,,,,True,,True,True,True,True,True
Analysis and Statistics,Data analysis,illustrations,Illustrations,"Show us the spread: bar charts with error bars are commonly used to depict numerical data, but they can be misleading when sample sizes are small. Wherever possible, use graph types that include individual data points to directly show the spread of the data. [Nature Communications]",Figure; Table,,,,,,,,,,,,True,,,
Analysis and Statistics,Data analysis,curve_fitting,Curve fitting,Explanation of the curve fitting process [OECD GD 211],,,,,,,,,,True,,True,,True,True,
Analysis and Statistics,Data analysis,validation_of_statistics,Validation of statistics,Was cross-validation carried out? [OECD GD 211],,,,,,,,,,True,,True,,,,
Analysis and Statistics,Data analysis,details_of_data_analysis,Details of data analysis,e.g. Image J cell counting,,,,,,,,,,,,,True,True,True,
Analysis and Statistics,Data analysis,software_name_and_version_for_algorithm,Software name and version for algorithm,Specify the name and the version of software applications (and date if relevant) used to derive the prediction model or to undertake the statistical processing. [OECD GD 211],Prediction model generation,,,,,,,,,True,,,,,,
Analysis and Statistics,Data analysis,statistical_analysis,Statistical analysis,"Provide details of the statistical methods used for each analysis, including software used. Describe any methods used to assess whether the data met the assumptions of the statistical approach, and what was done if the assumptions were not met. [ARRIVE]",Statistical methods,,,,,,,,,,,,True,True,True,True
Analysis and Statistics,Data analysis,unit_of_analysis_for_each_dataset,Unit of analysis for each dataset,"e.g. single animal, group of animals, single neuron [ARRIVE]",Numbers analyzed;experimental unit,"Define your n numbers: just stating ‘n = 5’ is no longer sufficient—it must be clear what your n number refers to for each experiment. For example, did you do the experiment on five plants, on five tissue samples from the same plant, or did you run the same sample for analysis five times over? You should be able to justify your choice of sample size and statistical tests in the reporting summary. [Nature Communications]",,,,,,,,,,,,,True,
Analysis and Statistics,Data analysis,justification_of_statistical_tests,Justification of statistical tests,"For every figure, are statistical tests justified as appropriate? [Nature]",,,,,,,,,,,,,True,True,,
Analysis and Statistics,Data analysis,estimation_of_variation,Estimation of variation,Is there an estimate of variation within each group of data? [Nature],coefficient of variation;standard deviation;measures of variability,,,,,,,,,,,,True,True,True,
Analysis and Statistics,Data analysis,variance_between_groups,Variance between groups,Is the variance similar between the groups that are being statistically compared? [Nature],,,,,,,,,,,,,True,True,,
Analysis and Statistics,Data analysis,methods_to_assess_data,Methods to assess data,Describe any methods used to assess whether the data met the assumptions of the statistical approach. [ARRIVE],statistical methods;non-statistical methods;dose-response analysis,,,,,,,,,,,,,True,,
Analysis and Statistics,Data analysis,baseline_data,Baseline data,"For each experimental group, report relevant characteristics and health status of animals (e.g. weight, microbiological status, and drug or test naïve) prior to treatment or testing. (This information can often be tabulated). [ARRIVE]",,,,,,,,,,,,,,,,
Analysis and Statistics,Data analysis,excluded_data,Excluded data,Describe inclusion/exclusion criteria if samples or animals were excluded from the analysis. Were the criteria pre-established? [Nature],outlier identification;outlying values;data exclusion reasons,"If any animals or data were not included in the analysis, explain why. [ARRIVE]",,,,,,,,,,,True,True,True,True
Analysis and Statistics,Data analysis,outcomes_and_estimations,Outcomes and estimations,"Report the results for each analysis carried out, with a measure of precision (e.g. standard error or confidence interval). [ARRIVE]. Per the IUCLID OHT 201 schema, the parameter_and_result flexible block (parameter name + numeric value + unit + remarks, repeatable) is a structured population pattern for reporting per-parameter results.",,,,LabProcessDataAnalysis:param,,,,,,,,,,True,True,True
Analysis and Statistics,Data analysis,adverse_events,Adverse events,Give details of all important adverse events in each experimental group. [ARRIVE],,,,,,,,,,,,,,,,
Analysis and Statistics,Data analysis,protocol_modification,Protocol modification,Describe any modifications to the experimental protocols made to reduce adverse events. [ARRIVE],,,,LabProcessDataAnalysis:param,,,,,,,,,,True,True,True
Analysis and Statistics,"Limitations, Discussion, and Interpretation",interpretation,Interpretation,"Interpretation of data, observations",Scientific implications,,,LabProcessDataAnalysis:param,,,,,,,,,,True,True,True
Analysis and Statistics,"Limitations, Discussion, and Interpretation",study_objectives_and_hypotheses,Study objectives and hypotheses,What was the initial aim and/or hypothesis of the study?,,,,,,,,,,,,,,,True,True
Analysis and Statistics,"Limitations, Discussion, and Interpretation",primary_and_secondary_experimental_outcomes,Primary and secondary experimental outcomes,"e.g. cell death, molecular markers, behavioral changes [ARRIVE]",,,,,,,,,,,,,,,,
Analysis and Statistics,"Limitations, Discussion, and Interpretation",current_theory_and_other_relevant_studies_in_literature,Current theory and other relevant studies in literature,"What is the current theoretical background of this study, also taking other relevant studies into account?",,,,,,,,,,,,,,True,,
Analysis and Statistics,"Limitations, Discussion, and Interpretation",study_limitations,Study limitations,"Comment on the study limitations including any potential sources of bias, any limitations of the animal model, and the imprecision associated with the results. [ARRIVE] (Schulz et al. 2010)",,,,LabProcessDataAnalysis:param,,,,,,,,,,,True,True
Analysis and Statistics,"Limitations, Discussion, and Interpretation",method_limitations,Method limitations,Known technical limitations and strengths; Specification of any known technical limitations or strengths of running assay; The assay may not be technically applicable to certain types or class of chemicals. [OECD GD 211],Applicability of test method,,True,,,,,,,True,,True,,True,,
Analysis and Statistics,"Limitations, Discussion, and Interpretation",limitations_related_to_the_data_analysis,Limitations related to the data analysis,"Explain the curve fitting process, the assumptions used to determine the goodness-of-fit and any limitations related to the data analysis. Indicate whether statistics was used (e.g. leave-one-out or other statistics). [OECD GD 211]",,,,,,,,,,True,,True,,,,
Analysis and Statistics,"Limitations, Discussion, and Interpretation",implications_of_the_experiment,Implications of the experiment,"Describe any implications of your experimental methods or findings, e.g. for the replacement, refinement or reduction (the 3Rs) of the use of animals in research. [ARRIVE] or for regulatory processes of the nanomaterial. For 3Rs assessment, structured elements per OECD GD 34 p.54-55 §163: databases searched, search strategy, search dates, and basis for animal numbers.","3Rs assessment;Refinement, Reduction, Replacement assessment",,,,,,,,,,,,,True,True,
Analysis and Statistics,"Limitations, Discussion, and Interpretation",generalizability,Generalizability,"Comment on whether, and how, the findings of this study are likely to be translated to other species or systems, including any relevance to human biology. [ARRIVE]",Translation; In vitro-in vivo extrapolation (IVIVE),,,,,,,,,,,,,,,
General Information,,test_method_sponsor,Test method sponsor,"Entity that has proposed a test method for incorporation into a Test Guideline, responsible for organising and providing all available information to the validation/review body.",,,,,,,,,,,,,,True,,
General Information,,submitting_party,Submitting party / national coordinator,"Party through which the test method is submitted to OECD (Member country NC, EU/EC, BIAC industry association, or invited expert via NC).",,,,,,,,,,,,,,True,,
General Information,,submission_date,Submission date,Date the test method submission package was provided for peer review / regulatory consideration.,,,,,,,,,,,,,,True,,
Analysis and Statistics,"Limitations, Discussion, and Interpretation",role_in_testing_strategy,Role in testing strategy / battery / tier,"Indicates where and how the proposed test method might be included in the overall safety/hazard assessment process, including weight given relative to other tests in tier or battery.",,,,,,,,,,,,,,True,,
Analysis and Statistics,"Limitations, Discussion, and Interpretation",advantages_over_existing_methods,Advantages over existing methods,"Description of advantages of the new method (speed, cost, reduced animal use, etc.) over methods it replaces or complements.",,,,,,,,,,,,,,True,,
Endpoint Read Out Information,Test methods,detailed_protocol,Detailed test method protocol,"Detailed, unambiguous step-by-step description of the test method including preparations, reagents, supplies, equipment, and criteria/procedures for generating and evaluating test data; provided as appendix to submission. Distinct from the `sops` row, which is for attaching the formal GLP SOP documents themselves.",,,,LabProtocol:description,,,,,,,,,,True,True,True
Endpoint Read Out Information,Test methods,sops,Standard Operating Procedures (SOPs),"Formal, written procedures describing in detail how specific routine and test-specific laboratory operations are performed; required by GLP. For attachment of formal versioned SOP documents (per GLP). The descriptive narrative of the test method belongs in `detailed_protocol`.",,,,LabProtocol:url,,,,,,,,,,True,True,True
Endpoint Read Out Information,Quality and acceptance criteria,standard_data_entry_format,Standard data entry format,"Standard format for data entry to be used by all participating laboratories, with clear directions on how to report data and related information.",,,,LabProcessEndpointReadout:param,,,,,,,,,,True,,
Analysis and Statistics,Data analysis,dose_response_analysis,Dose-response relationship analysis,Methods used to explore the dose-response relationship.,,,,LabProcessDataAnalysis:param,,,,,,,,,,True,True,True
Chemical Information,Chemical description and generation procedure,chemical_class,Chemical class,Chemical class to which each test substance belongs.,,,,MolecularEntity:char,,,,,,,,,,True,,
Chemical Information,Chemical description and generation procedure,product_class,Product class,Product class to which each test substance belongs.,,,,MolecularEntity:char,,,,,,,,,,True,,
Chemical Information,Chemical composition,purity,Purity,Purity of each test substance; chemicals should be of highest available purity or of known composition.,,,,MolecularEntity:char,http://www.bioassayontology.org/bao#BAO_0002618,purity,skos:exactMatch,semapv:ManualMappingCuration,bao:2.8.19,,,,,True,True,
Chemical Information,Physical chemical characteristics,physical_chemical_properties,Physical and chemical characteristics,"Physico-chemical data such as pH, volatility, stability, solubility, chemical reactivity, provided for each test chemical. Includes nanomaterial-specific facets where applicable: particle size and size distribution, shape, surface area, surface charge, and surface treatment.",size;particle size;surface charge;surface area,,,MolecularEntity:char,http://semanticscience.org/resource/CHEMINF_000025,physical descriptor,skos:closeMatch,semapv:ManualMappingCuration,enm:10.0,,,,,True,True,
Chemical Information,Sample preparation,sample_quantity,Weight or volume of sample dispatched,Weight or volume of the sample of test chemical dispatched to the participating laboratory.,,,,,,,,,,,,,,True,,
Chemical Information,Sample preparation,storage_conditions,Storage instructions / conditions,Storage instructions for the test chemical; chemicals should be stable under defined storage conditions for at least the duration of the validation study.,,,,MolecularEntity:char,,,,,,,,,,True,,
Chemical Information,Physical chemical characteristics,stability_in_test_medium,Stability of test substance in test medium,"Stability of each test substance under the test conditions and test medium. Where degradation occurs, identify and quantify degradation products.",,,,MolecularEntity:char,,,,,,,,,,True,True,
Chemical Information,Physical chemical characteristics,sorption_bioavailability_considerations,Sorption/bioavailability considerations,"Sorption to plastic plates, PDMS absorption, or binding to albumin/serum can reduce bioavailability; such physicochemical-driven exposure effects should be evaluated (e.g., with computational models).",,,,MolecularEntity:char,,,,,,,,,,,True,
Chemical Information,Chemical description and generation procedure,batch_lot_number,Batch / lot number,"All laboratories should use, to the extent possible, the same batch of a test chemical; lot-to-lot consistency should be described.",,,,MolecularEntity:char,http://purl.obolibrary.org/obo/NCIT_C101672,Lot or Batch Number Production Identifier,skos:closeMatch,semapv:ManualMappingCuration,ncit:26.02d,,,,,True,True,True
Chemical Information,Chemical composition,mixture_composition,Mixture constituents and relative concentrations,"In the case of mixtures, the constituents and their relative concentrations should be stated whenever possible.",,,,MolecularEntity:char,http://purl.obolibrary.org/obo/CHEBI_60004,mixture,skos:closeMatch,semapv:ManualMappingCuration,chebi:252,,,,,True,True,True
Endpoint Read Out Information,Quality and acceptance criteria,reference_data_source,Source of in vivo / reference test data,"Source of the in vivo reference test method data (literature citation for published information, laboratory study director, year generated for unpublished data).",,,,Assay:char,,,,,,,,,,True,,
Endpoint Read Out Information,Quality and acceptance criteria,reference_protocol_description,Reference test method protocol description,"Description of the protocol(s) employed to generate the in vivo reference test method or human data, including any modifications and their potential impact.",,,,Assay:char,,,,,,,,,,True,,
Endpoint Read Out Information,Quality and acceptance criteria,reference_data_quality,Quality of in vivo reference test data (GLP),"Description of the quality of the in vivo reference data, including extent of GLP compliance and use of coded test chemicals.",,,,Assay:char,,,,,,,,,,True,,
Analysis and Statistics,Data analysis,comparative_data_table,Comparative test/reference data table,"Table of test method results versus reference test method results (quantitative and categorical), for each test substance (Table 4 template).",,,,,,,,,,,,,,True,True,
Analysis and Statistics,Data analysis,accuracy,Accuracy,"Closeness of agreement between test method results and accepted reference values; measure of test method performance. Sub-metrics: sensitivity (proportion of positives correctly classified), specificity (proportion of negatives correctly classified), positive predictivity, negative predictivity, false positive rate, false negative rate. Prevalence (proportion of positives/negatives in the test set) provides context for interpreting these metrics. See GD 34 Annex I, p.54 §158.",concordance;predictive capacity,,,,,,,,,,,,,True,,
General Information,,quality_assurance_procedures,Quality assurance / quality control procedures,QA/QC procedures to which the original data and derived values are subjected; management process for adherence to laboratory testing standards.,,,,,,,,,,,,,,True,,
Analysis and Statistics,,historical_control_data,Historical control data,"Longitudinal dataset of control values (negative, positive, vehicle) from previous runs of the test method, used as evidence of method reliability and to define acceptable ranges for current experiments. Typically attached as a CSV/Excel table, a control chart, or summary statistics (mean, SD, CV). Distinct from `controls` (per-experiment control descriptions) and `robustness_of_the_method` (the reliability narrative); historical control data is the underlying dataset that feeds both. See GD 417 p.24 Sec 2.2.1.",control charts;historical baseline;longitudinal control data,,,,,,,,,,,,,,True,
General Information,,practical_considerations,Cost and time of conducting the test,"Cost and time involved in conducting a study using the proposed test method, compared to reference test method(s).",,,,,,,,,,,,,,True,,
Chemical Information,Sample preparation,nanomaterial_dispersion,Nanomaterial dispersion/aggregation measures,"For nanomaterial studies, particle size, shape and surface charge must be considered and appropriate measures taken to ensure homogeneous dispersion and avoid particle aggregation.",,,,MolecularEntity:char,,,,,,,,,,,True,
Exposure Information,,analytical_concentration_verification,Analytical verification of nominal concentrations,"Ideally, nominal concentrations should be analytically verified; for chemically unstable substances more frequent analyses may be needed.",,,,LabProcessExposure:param,,,,,,,,,,,True,
Exposure Information,Dose metrics,effective_bioavailable_concentration,Effective (bioavailable) concentration measurement,"To determine bioavailability during the experiment, the effective concentration of the test item should be measured to aid interpretation of results.",,,,LabProcessExposure:param,,,,,,,,,,,True,
Chemical Information,,test_item_identity_verification,Analytical verification of test item identity,"Analytical verification of the test item should be conducted at study initiation and termination (and during, for longer studies) to verify substance identity and stability.",,,,MolecularEntity:char,,,,,,,,,,,True,
Analysis and Statistics,Data analysis,sample_size,Sample size,"Number of independent experimental units used for statistical analysis (the 'n' that determines degrees of freedom and underpins statistical power). For in vitro studies, this is typically the number of biological replicates rather than technical replicates (pseudoreplicates). Pairs with `statistical_power`: power analysis requires sample size as input, and sample size is what power analysis prescribes. Distinct from `number_of_replicates` (generic replicate count) and `unit_of_analysis_for_each_dataset` (the type of unit). See GD 417 p.22 Table 2.1; p.29-30 Sec 2.3.1.",n;statistical n;sample n,,,,,,,,,,,,,,True,
Analysis and Statistics,Data analysis,statistical_power,Statistical power,"Statistical power considerations, including sample size overall and across subgroups, should be addressed in the design.",,,,,,,,,,,,,,,True,
Analysis and Statistics,Data analysis,analysis_code_access,Access to analysis code,"Access to code used for data analysis / modelling (noted for computational studies, applicable to in vitro bioinformatics workflows).",,,,,,,,,,,,,,,True,
Analysis and Statistics,Data analysis,machine_readable_results,Machine-readable results tables,Reporting of main results in machine-readable tables comprising relevant endpoints and statistical parameters facilitates interpretation and data extraction.,,,,,,,,,,,,,,,True,True
Biological Model Information,Model characterization in vitro > Custom fields,scaffolds_matrices,Scaffolds / matrices for 3D models,"For complex in vitro models (organoids, spheroids, OoC, MPS, 3D bioprinting), matrices or scaffolds used (e.g., Matrigel, collagen, fibrin gel) should be reported.",,,,LabProcessCellCulture:param,,,,,,,,,,,True,
Biological Model Information,Model characterization in vitro > Custom fields,device_materials,Device manufacturing materials,"For MPS/OoC devices, the materials used for manufacturing (e.g., PDMS or other polymers) should be reported, as they can influence compound absorption.",,,,LabProtocol:labEquipment,,,,,,,,,,,True,
General Information,,peer_review_status,Peer review status,Peer review is often a prerequisite for regulatory consideration of research data; reporting of peer-review status supports reliability assessment.,,,,,,,,,,,,,,,True,
General Information,,preregistration,Pre-registration of protocol,"Pre-registration of protocols (e.g., in study registries such as clinical trial registries or animal study registries) reduces publication bias and increases transparency.",,,,,,,,,,,,,,,True,
